frame,rot_ke,trans_ke,effi
437,2.414017e-20,2.399007e-20,5.015593e+01,
438,2.409481e-20,2.644715e-20,4.767289e+01,
439,2.405224e-20,2.624560e-20,4.781963e+01,
440,2.401066e-20,2.806514e-20,4.610713e+01,
441,2.397453e-20,2.477124e-20,4.918279e+01,
442,2.394251e-20,2.606415e-20,4.787864e+01,
443,2.391389e-20,2.462575e-20,4.926672e+01,
444,2.388734e-20,2.407705e-20,4.980224e+01,
445,2.386406e-20,2.244268e-20,5.153474e+01,
446,2.384109e-20,1.771243e-20,5.737441e+01,
447,2.382125e-20,1.365356e-20,6.356604e+01,
448,2.380117e-20,1.598757e-20,5.981885e+01,
449,2.377935e-20,1.479228e-20,6.164985e+01,
450,2.376649e-20,1.341190e-20,6.392554e+01,
451,2.375964e-20,1.562565e-20,6.032618e+01,
452,2.375650e-20,1.524554e-20,6.091090e+01,
453,2.376259e-20,1.594235e-20,5.984795e+01,
454,2.376741e-20,1.742422e-20,5.769961e+01,
455,2.377064e-20,1.601244e-20,5.975063e+01,
456,2.377421e-20,1.567046e-20,6.027230e+01,
457,2.377649e-20,1.527615e-20,6.088319e+01,
458,2.378075e-20,1.496867e-20,6.137060e+01,
459,2.378807e-20,1.079995e-20,6.877545e+01,
460,2.379441e-20,9.723081e-21,7.099102e+01,
461,2.379867e-20,9.426136e-21,7.162923e+01,
462,2.380154e-20,6.736329e-21,7.794107e+01,
463,2.380468e-20,8.059111e-21,7.470762e+01,
464,2.380568e-20,1.001390e-20,7.039022e+01,
465,2.380350e-20,1.344414e-20,6.390606e+01,
466,2.379376e-20,1.735679e-20,5.782124e+01,
467,2.378008e-20,1.952895e-20,5.490791e+01,
468,2.376692e-20,1.756670e-20,5.750022e+01,
469,2.375511e-20,2.184209e-20,5.209774e+01,
470,2.373721e-20,2.792674e-20,4.594540e+01,
471,2.371144e-20,3.015701e-20,4.401731e+01,
472,4.735876e-20,3.552464e-20,5.713902e+01,
473,4.728671e-20,3.935769e-20,5.457561e+01,
474,4.719937e-20,4.109342e-20,5.345779e+01,
475,4.710274e-20,4.966661e-20,4.867526e+01,
476,4.698867e-20,5.392236e-20,4.656445e+01,
477,4.686149e-20,5.276024e-20,4.703943e+01,
478,4.672799e-20,5.318608e-20,4.676818e+01,
479,4.658782e-20,5.032633e-20,4.807123e+01,
480,2.322475e-20,4.794936e-20,3.263089e+01,
481,2.315540e-20,4.305085e-20,3.497464e+01,
482,2.308796e-20,4.393450e-20,3.444809e+01,
483,2.301876e-20,4.158808e-20,3.562898e+01,
484,2.294852e-20,3.971358e-20,3.662265e+01,
485,2.287725e-20,4.313663e-20,3.465521e+01,
486,2.280160e-20,3.777109e-20,3.764336e+01,
487,2.273030e-20,3.728995e-20,3.787105e+01,
488,2.265956e-20,3.700014e-20,3.798136e+01,
489,2.258696e-20,3.605683e-20,3.851552e+01,
490,2.251513e-20,3.717084e-20,3.772265e+01,
491,2.244298e-20,3.244219e-20,4.089079e+01,
492,2.237562e-20,3.236939e-20,4.087244e+01,
493,2.230797e-20,2.467794e-20,4.747799e+01,
494,2.225079e-20,2.520178e-20,4.689059e+01,
495,2.219302e-20,2.294164e-20,4.917068e+01,
496,2.214033e-20,1.909473e-20,5.369297e+01,
497,2.209245e-20,1.778006e-20,5.540773e+01,
498,2.204892e-20,1.808736e-20,5.493514e+01,
499,2.200840e-20,1.980190e-20,5.263870e+01,
500,2.197023e-20,1.901934e-20,5.359957e+01,
501,2.193191e-20,1.525910e-20,5.897100e+01,
502,2.189827e-20,1.331396e-20,6.218939e+01,
503,2.186511e-20,1.079104e-20,6.695557e+01,
504,2.183474e-20,1.180357e-20,6.491034e+01,
505,2.180163e-20,8.876579e-21,7.106552e+01,
506,2.177369e-20,7.257262e-21,7.500164e+01,
507,2.175015e-20,6.431807e-21,7.717757e+01,
508,2.172727e-20,3.795807e-21,8.512794e+01,
509,2.170848e-20,3.236855e-21,8.702421e+01,
510,2.169354e-20,2.322059e-21,9.033104e+01,
511,2.168152e-20,2.159746e-21,9.094114e+01,
512,2.167021e-20,1.244110e-21,9.457060e+01,
513,2.166411e-20,5.982671e-22,9.731265e+01,
