frame,rot_ke,trans_ke,effi
315,1.249785e-20,1.007092e-20,5.537676e+01,
316,1.250058e-20,9.939599e-21,5.570623e+01,
317,9.374423e-21,8.197420e-21,5.334911e+01,
318,9.374452e-21,6.613579e-21,5.863419e+01,
319,6.249860e-21,4.355430e-21,5.893154e+01,
320,6.248442e-21,5.436405e-21,5.347474e+01,
321,3.119803e-21,2.417422e-21,5.634235e+01,
322,3.116235e-21,1.518965e-21,6.722979e+01,
323,3.112229e-21,1.150997e-21,7.300173e+01,
324,3.107239e-21,1.818062e-21,6.308729e+01,
325,3.101487e-21,3.123237e-21,4.982529e+01,
326,6.191335e-21,4.951502e-21,5.556336e+01,
327,9.270939e-21,7.639794e-21,5.482281e+01,
328,1.234274e-20,1.115577e-20,5.252564e+01,
329,1.849206e-20,1.660947e-20,5.268164e+01,
330,2.771690e-20,2.656912e-20,5.105716e+01,
331,3.387607e-20,3.360034e-20,5.020431e+01,
332,4.003190e-20,3.814833e-20,5.120464e+01,
333,4.928523e-20,4.645254e-20,5.147940e+01,
334,5.547976e-20,5.365943e-20,5.083395e+01,
335,6.170622e-20,5.987406e-20,5.075348e+01,
336,6.177413e-20,6.106289e-20,5.028951e+01,
337,6.187214e-20,5.994441e-20,5.079124e+01,
338,6.195073e-20,6.193191e-20,5.000759e+01,
339,6.202407e-20,5.985385e-20,5.089032e+01,
340,5.897550e-20,5.750412e-20,5.063160e+01,
341,5.280815e-20,5.162468e-20,5.056662e+01,
342,4.350251e-20,4.141768e-20,5.122752e+01,
343,3.106782e-20,2.983788e-20,5.100971e+01,
344,2.794286e-20,2.566335e-20,5.212616e+01,
345,1.860914e-20,1.827975e-20,5.044646e+01,
346,1.548138e-20,1.595052e-20,4.925371e+01,
347,1.234924e-20,1.540379e-20,4.449689e+01,
348,6.152071e-21,1.446116e-20,2.984526e+01,
349,6.123426e-21,1.562570e-20,2.815482e+01,
350,6.091156e-21,1.467815e-20,2.932768e+01,
351,3.029058e-21,1.184853e-20,2.035987e+01,
352,3.013536e-21,8.123731e-21,2.705813e+01,
353,3.000491e-21,7.253434e-21,2.926188e+01,
354,2.987628e-21,5.013457e-21,3.734028e+01,
355,2.976997e-21,4.068527e-21,4.225373e+01,
356,5.939469e-21,5.992521e-21,4.977769e+01,
357,1.185950e-20,1.061573e-20,5.276697e+01,
358,1.480745e-20,1.360981e-20,5.210724e+01,
359,1.775637e-20,1.543827e-20,5.349168e+01,
360,1.479094e-20,1.509990e-20,4.948319e+01,
361,1.477639e-20,1.535147e-20,4.904559e+01,
362,1.475323e-20,1.532985e-20,4.904162e+01,
363,1.472034e-20,1.798410e-20,4.501022e+01,
364,1.759917e-20,2.368019e-20,4.263431e+01,
365,1.751668e-20,2.965990e-20,3.713004e+01,
366,1.450785e-20,3.068575e-20,3.210156e+01,
367,1.440789e-20,3.033209e-20,3.220362e+01,
368,1.717277e-20,3.643599e-20,3.203352e+01,
369,1.988423e-20,4.217206e-20,3.204225e+01,
370,1.972116e-20,4.642125e-20,2.981621e+01,
371,1.954516e-20,4.921841e-20,2.842371e+01,
372,1.659832e-20,4.744499e-20,2.591733e+01,
373,1.370021e-20,4.055268e-20,2.525249e+01,
374,1.357780e-20,3.756448e-20,2.654908e+01,
375,1.345790e-20,3.520957e-20,2.765276e+01,
376,8.007535e-21,3.177456e-20,2.012849e+01,
377,7.939933e-21,2.518660e-20,2.396850e+01,
378,5.252984e-21,1.631166e-20,2.435924e+01,
379,2.610096e-21,1.098054e-20,1.920510e+01,
380,2.596047e-21,5.220008e-21,3.321429e+01,
381,2.586393e-21,2.903859e-21,4.710882e+01,
382,2.579496e-21,7.327277e-22,7.787807e+01,
383,2.576943e-21,7.609665e-22,7.720230e+01,
384,5.155094e-21,3.790764e-21,5.762548e+01,
385,7.746482e-21,1.038793e-20,4.271703e+01,
386,1.295126e-20,1.861066e-20,4.103445e+01,
387,1.821511e-20,2.693157e-20,4.034651e+01,
388,2.354971e-20,3.625736e-20,3.937613e+01,
389,2.896720e-20,4.798252e-20,3.764432e+01,
390,2.919807e-20,5.522049e-20,3.458727e+01,
391,2.678354e-20,5.850361e-20,3.140396e+01,
392,3.245566e-20,6.738903e-20,3.250615e+01,
393,3.006178e-20,6.776782e-20,3.072871e+01,
394,3.038371e-20,7.088186e-20,3.000399e+01,
395,3.350749e-20,7.206720e-20,3.173819e+01,
396,3.104896e-20,6.231171e-20,3.325700e+01,
397,3.704248e-20,6.688043e-20,3.564419e+01,
398,3.738780e-20,5.960838e-20,3.854564e+01,
399,3.769438e-20,5.630873e-20,4.009908e+01,
400,4.381175e-20,5.769215e-20,4.316262e+01,
401,4.702941e-20,5.272432e-20,4.714552e+01,
402,4.430107e-20,4.833014e-20,4.782521e+01,
403,4.744593e-20,4.837563e-20,4.951488e+01,
404,4.461046e-20,4.432620e-20,5.015981e+01,
405,3.875883e-20,3.937054e-20,4.960853e+01,
406,3.884883e-20,3.875193e-20,5.006244e+01,
407,3.594508e-20,3.755586e-20,4.890425e+01,
408,3.004532e-20,3.291472e-20,4.772126e+01,
409,2.411835e-20,2.641925e-20,4.772358e+01,
410,1.814885e-20,2.180744e-20,4.542175e+01,
411,1.820756e-20,2.141253e-20,4.595538e+01,
412,1.522836e-20,1.899399e-20,4.449829e+01,
413,1.834027e-20,2.131444e-20,4.624992e+01,
414,1.840556e-20,2.120916e-20,4.646141e+01,
415,2.154093e-20,2.148323e-20,5.006706e+01,
416,2.159808e-20,2.092968e-20,5.078583e+01,
417,2.163338e-20,1.960099e-20,5.246444e+01,
418,2.164587e-20,1.980489e-20,5.222069e+01,
419,2.471425e-20,2.331621e-20,5.145537e+01,
420,2.467874e-20,2.606478e-20,4.863427e+01,
421,2.461232e-20,2.920700e-20,4.573139e+01,
422,2.452379e-20,3.600687e-20,4.051465e+01,
423,2.133956e-20,3.214480e-20,3.989870e+01,
424,1.818791e-20,3.702996e-20,3.293846e+01,
425,1.805962e-20,4.165490e-20,3.024326e+01,
426,1.791493e-20,4.047267e-20,3.068276e+01,
427,2.073753e-20,4.250363e-20,3.279119e+01,
428,1.763595e-20,3.610494e-20,3.281663e+01,
429,1.458761e-20,2.893894e-20,3.351428e+01,
430,1.159025e-20,2.455346e-20,3.206712e+01,
431,8.640568e-21,1.579625e-20,3.535882e+01,
